case_id,customer_id,signal_id,incident_type,received_at,priority_score_assigned,matched_responder_profession,response_time_minutes,outcome,escalation_required
CASE-0001525,CUST-004726,SIG-0004726,extreme_heat,2025-11-16T08:54:00-06:00,87,nurse,33,referred_to_social_services,true
CASE-0001526,CUST-003529,SIG-0003529,extreme_heat,2025-02-17T14:28:00-06:00,81,paramedic,128,unable_to_reach_first_attempt,true
CASE-0001527,CUST-002907,SIG-0002907,chemical_spill,2025-04-08T09:11:00-06:00,64,search_and_rescue,165,transported_to_hospital,false
CASE-0001528,CUST-003396,SIG-0003396,extreme_heat,2025-03-07T01:31:00-06:00,88,physician,176,transported_to_hospital,true
CASE-0001529,CUST-001398,SIG-0001398,chemical_spill,2025-11-15T02:48:00-06:00,100,search_and_rescue,58,transported_to_shelter,true
CASE-0001530,CUST-004044,SIG-0004044,flood,2025-09-12T04:58:00-06:00,100,evacuation_driver,155,transported_to_shelter,true
CASE-0001531,CUST-003319,SIG-0003319,extreme_heat,2025-06-19T22:08:00-06:00,100,EMT,157,resolved_on_scene,true
CASE-0001532,CUST-001053,SIG-0001053,extreme_heat,2025-03-17T09:03:00-06:00,96,nurse,9,resolved_on_scene,true
CASE-0001533,CUST-000509,SIG-0000509,extreme_heat,2025-03-27T15:22:00-06:00,100,nurse,59,transported_to_shelter,true
CASE-0001534,CUST-001658,SIG-0001658,chemical_spill,2025-05-23T21:15:00-06:00,80,search_and_rescue,35,resolved_on_scene,false
CASE-0001535,CUST-001669,SIG-0001669,power_outage,2025-10-02T08:46:00-06:00,82,utility_technician,175,resolved_on_scene,true
CASE-0001536,CUST-000262,SIG-0000262,tornado_damage,2025-10-16T03:41:00-06:00,100,evacuation_driver,169,unable_to_reach_first_attempt,true
CASE-0001537,CUST-001337,SIG-0001337,chemical_spill,2025-09-05T17:11:00-06:00,81,search_and_rescue,72,transported_to_hospital,false
CASE-0001538,CUST-004354,SIG-0004354,power_outage,2025-09-11T12:01:00-06:00,69,paramedic,41,resolved_on_scene,false
CASE-0001539,CUST-002015,SIG-0002015,flood,2025-12-09T17:26:00-06:00,77,evacuation_driver,95,referred_to_social_services,true
CASE-0001540,CUST-000711,SIG-0000711,chemical_spill,2025-02-17T15:07:00-06:00,78,search_and_rescue,41,transported_to_hospital,false
CASE-0001541,CUST-001699,SIG-0001699,chemical_spill,2025-02-27T11:27:00-06:00,100,firefighter,114,transported_to_shelter,true
CASE-0001542,CUST-003115,SIG-0003115,tornado_damage,2025-05-25T17:04:00-06:00,100,search_and_rescue,175,transported_to_hospital,true
CASE-0001543,CUST-000962,SIG-0000962,chemical_spill,2025-10-17T08:24:00-06:00,100,search_and_rescue,9,transported_to_shelter,true
CASE-0001544,CUST-004730,SIG-0004730,flood,2025-03-08T19:34:00-06:00,81,search_and_rescue,18,referred_to_social_services,true
CASE-0001545,CUST-001667,SIG-0001667,flood,2025-07-12T17:30:00-06:00,100,firefighter,66,transported_to_hospital,true
CASE-0001546,CUST-001090,SIG-0001090,power_outage,2025-08-03T12:42:00-06:00,100,utility_technician,103,resolved_on_scene,true
CASE-0001547,CUST-004997,SIG-0004997,wildfire_smoke,2025-11-28T12:28:00-06:00,76,paramedic,128,transported_to_hospital,true
CASE-0001548,CUST-001209,SIG-0001209,flood,2025-10-26T16:56:00-06:00,90,firefighter,45,resolved_on_scene,true
CASE-0001549,CUST-003715,SIG-0003715,power_outage,2025-08-09T10:46:00-06:00,100,utility_technician,119,referred_to_social_services,true
CASE-0001550,CUST-004825,SIG-0004825,winter_storm,2025-12-19T16:58:00-06:00,83,nurse,114,unable_to_reach_first_attempt,true
CASE-0001551,CUST-004056,SIG-0004056,power_outage,2025-10-26T15:29:00-06:00,72,mental_health_crisis,114,transported_to_shelter,true
CASE-0001552,CUST-001240,SIG-0001240,wildfire_smoke,2025-06-06T01:50:00-06:00,100,paramedic,95,resolved_on_scene,true
CASE-0001553,CUST-000476,SIG-0000476,chemical_spill,2025-04-04T19:01:00-06:00,95,paramedic,36,referred_to_social_services,true
CASE-0001554,CUST-004689,SIG-0004689,winter_storm,2025-03-15T06:19:00-06:00,100,paramedic,48,unable_to_reach_first_attempt,true
CASE-0001555,CUST-003124,SIG-0003124,winter_storm,2025-11-20T17:48:00-06:00,91,paramedic,60,unable_to_reach_first_attempt,true
CASE-0001556,CUST-000722,SIG-0000722,extreme_heat,2025-01-03T01:52:00-06:00,100,nurse,45,transported_to_shelter,true
CASE-0001557,CUST-002510,SIG-0002510,flood,2025-05-23T05:31:00-06:00,55,police,101,unable_to_reach_first_attempt,false
CASE-0001558,CUST-002833,SIG-0002833,wildfire_smoke,2025-10-16T06:16:00-06:00,90,paramedic,174,unable_to_reach_first_attempt,true
CASE-0001559,CUST-004920,SIG-0004920,power_outage,2025-06-02T03:08:00-06:00,91,utility_technician,111,transported_to_hospital,true
CASE-0001560,CUST-001400,SIG-0001400,power_outage,2025-01-02T03:29:00-06:00,72,physician,155,unable_to_reach_first_attempt,true
CASE-0001561,CUST-004784,SIG-0004784,winter_storm,2025-09-10T02:56:00-06:00,100,EMT,144,referred_to_social_services,true
CASE-0001562,CUST-003315,SIG-0003315,flood,2025-12-28T14:08:00-06:00,65,social_worker,144,unable_to_reach_first_attempt,false
CASE-0001563,CUST-002949,SIG-0002949,power_outage,2025-03-16T23:34:00-06:00,75,nurse,6,unable_to_reach_first_attempt,false
CASE-0001564,CUST-003086,SIG-0003086,chemical_spill,2025-09-04T19:35:00-06:00,94,paramedic,73,referred_to_social_services,true
CASE-0001565,CUST-001754,SIG-0001754,extreme_heat,2025-11-03T22:47:00-06:00,58,ASL_interpreter,138,transported_to_shelter,false
CASE-0001566,CUST-000324,SIG-0000324,tornado_damage,2025-12-18T06:33:00-06:00,100,evacuation_driver,12,transported_to_shelter,true
CASE-0001567,CUST-004889,SIG-0004889,wildfire_smoke,2025-11-17T06:31:00-06:00,59,social_worker,21,resolved_on_scene,true
CASE-0001568,CUST-000574,SIG-0000574,tornado_damage,2025-04-04T11:53:00-06:00,66,firefighter,41,transported_to_hospital,false
CASE-0001569,CUST-003530,SIG-0003530,tornado_damage,2025-07-25T10:57:00-06:00,98,nurse,83,transported_to_hospital,true
CASE-0001570,CUST-000758,SIG-0000758,tornado_damage,2025-07-22T03:37:00-06:00,94,nurse,37,transported_to_hospital,true
CASE-0001571,CUST-002848,SIG-0002848,power_outage,2025-11-18T19:42:00-06:00,100,physician,83,unable_to_reach_first_attempt,true
CASE-0001572,CUST-001072,SIG-0001072,flood,2025-03-02T05:55:00-06:00,64,search_and_rescue,136,transported_to_shelter,false
CASE-0001573,CUST-001713,SIG-0001713,power_outage,2025-10-17T14:28:00-06:00,100,paramedic,59,unable_to_reach_first_attempt,true
CASE-0001574,CUST-001852,SIG-0001852,power_outage,2025-11-25T02:22:00-06:00,87,paramedic,105,unable_to_reach_first_attempt,true
CASE-0001575,CUST-001637,SIG-0001637,flood,2025-07-12T04:27:00-06:00,94,firefighter,72,referred_to_social_services,true
CASE-0001576,CUST-004160,SIG-0004160,winter_storm,2025-08-25T01:06:00-06:00,100,physician,95,referred_to_social_services,true
CASE-0001577,CUST-002490,SIG-0002490,tornado_damage,2025-12-11T09:51:00-06:00,59,firefighter,160,unable_to_reach_first_attempt,false
CASE-0001578,CUST-001747,SIG-0001747,extreme_heat,2025-09-02T13:15:00-06:00,98,physician,118,transported_to_hospital,true
CASE-0001579,CUST-000165,SIG-0000165,winter_storm,2025-06-04T03:27:00-06:00,62,EMT,168,referred_to_social_services,false
CASE-0001580,CUST-001812,SIG-0001812,flood,2025-08-16T06:16:00-06:00,82,evacuation_driver,42,unable_to_reach_first_attempt,true
CASE-0001581,CUST-003745,SIG-0003745,tornado_damage,2025-09-01T10:41:00-06:00,88,search_and_rescue,139,unable_to_reach_first_attempt,true
CASE-0001582,CUST-000020,SIG-0000020,chemical_spill,2025-05-19T23:27:00-06:00,67,search_and_rescue,107,referred_to_social_services,true
CASE-0001583,CUST-003693,SIG-0003693,chemical_spill,2025-04-07T11:37:00-06:00,75,search_and_rescue,9,resolved_on_scene,false
CASE-0001584,CUST-000036,SIG-0000036,extreme_heat,2025-09-07T10:13:00-06:00,100,physician,102,unable_to_reach_first_attempt,true
CASE-0001585,CUST-000698,SIG-0000698,wildfire_smoke,2025-02-26T08:13:00-06:00,100,EMT,63,unable_to_reach_first_attempt,true
CASE-0001586,CUST-000777,SIG-0000777,wildfire_smoke,2025-04-18T03:20:00-06:00,63,nurse,48,referred_to_social_services,true
CASE-0001587,CUST-004640,SIG-0004640,wildfire_smoke,2025-03-19T20:21:00-06:00,55,EMT,119,transported_to_hospital,false
CASE-0001588,CUST-004910,SIG-0004910,wildfire_smoke,2025-04-10T11:24:00-06:00,80,social_worker,108,resolved_on_scene,true
CASE-0001589,CUST-000231,SIG-0000231,chemical_spill,2025-03-22T16:55:00-06:00,100,search_and_rescue,147,referred_to_social_services,true
CASE-0001590,CUST-001294,SIG-0001294,chemical_spill,2025-05-27T22:23:00-06:00,72,search_and_rescue,13,referred_to_social_services,false
CASE-0001591,CUST-002833,SIG-0002833,tornado_damage,2025-08-07T16:10:00-06:00,77,search_and_rescue,6,transported_to_hospital,false
CASE-0001592,CUST-001134,SIG-0001134,wildfire_smoke,2025-02-18T13:28:00-06:00,90,social_worker,25,transported_to_hospital,true
CASE-0001593,CUST-000259,SIG-0000259,winter_storm,2025-02-17T12:20:00-06:00,91,paramedic,159,resolved_on_scene,true
CASE-0001594,CUST-004224,SIG-0004224,tornado_damage,2025-05-03T14:50:00-06:00,86,evacuation_driver,109,transported_to_shelter,true
CASE-0001595,CUST-001712,SIG-0001712,winter_storm,2025-10-10T22:40:00-06:00,85,physician,125,referred_to_social_services,true
CASE-0001596,CUST-001787,SIG-0001787,wildfire_smoke,2025-05-20T02:36:00-06:00,100,EMT,130,referred_to_social_services,true
CASE-0001597,CUST-003756,SIG-0003756,chemical_spill,2025-11-07T18:37:00-06:00,50,search_and_rescue,172,referred_to_social_services,false
CASE-0001598,CUST-002683,SIG-0002683,extreme_heat,2025-10-08T01:16:00-06:00,86,nurse,60,referred_to_social_services,true
CASE-0001599,CUST-003206,SIG-0003206,wildfire_smoke,2025-08-19T14:47:00-06:00,100,EMT,153,unable_to_reach_first_attempt,true
CASE-0001600,CUST-004194,SIG-0004194,winter_storm,2025-04-23T20:14:00-06:00,82,social_worker,27,transported_to_hospital,true
CASE-0001601,CUST-003289,SIG-0003289,power_outage,2025-09-18T14:32:00-06:00,77,nurse,45,unable_to_reach_first_attempt,false
CASE-0001602,CUST-003766,SIG-0003766,tornado_damage,2025-07-01T20:42:00-06:00,79,physician,96,unable_to_reach_first_attempt,false
CASE-0001603,CUST-000267,SIG-0000267,winter_storm,2025-06-07T03:26:00-06:00,100,physician,161,resolved_on_scene,true
CASE-0001604,CUST-003093,SIG-0003093,winter_storm,2025-10-11T06:01:00-06:00,100,EMT,35,transported_to_hospital,true
CASE-0001605,CUST-003179,SIG-0003179,power_outage,2025-09-10T17:37:00-06:00,76,evacuation_driver,25,referred_to_social_services,false
CASE-0001606,CUST-002270,SIG-0002270,extreme_heat,2025-10-10T21:20:00-06:00,62,EMT,89,resolved_on_scene,false
CASE-0001607,CUST-002306,SIG-0002306,power_outage,2025-05-17T11:23:00-06:00,85,nurse,18,transported_to_hospital,true
CASE-0001608,CUST-003504,SIG-0003504,extreme_heat,2025-02-27T11:40:00-06:00,100,paramedic,65,transported_to_hospital,true
CASE-0001609,CUST-002644,SIG-0002644,power_outage,2025-07-23T23:03:00-06:00,54,nurse,115,referred_to_social_services,false
CASE-0001610,CUST-002697,SIG-0002697,wildfire_smoke,2025-09-01T03:34:00-06:00,100,EMT,100,transported_to_hospital,true
CASE-0001611,CUST-000006,SIG-0000006,chemical_spill,2025-04-10T06:04:00-06:00,100,paramedic,23,referred_to_social_services,true
CASE-0001612,CUST-001985,SIG-0001985,flood,2025-09-12T15:21:00-06:00,100,search_and_rescue,138,transported_to_shelter,true
CASE-0001613,CUST-004524,SIG-0004524,extreme_heat,2025-08-13T21:04:00-06:00,65,evacuation_driver,169,transported_to_shelter,false
CASE-0001614,CUST-003811,SIG-0003811,power_outage,2025-02-15T07:16:00-06:00,92,utility_technician,71,transported_to_hospital,true
CASE-0001615,CUST-002248,SIG-0002248,power_outage,2025-02-09T08:15:00-06:00,48,social_worker,113,transported_to_hospital,false
CASE-0001616,CUST-001201,SIG-0001201,winter_storm,2025-02-04T19:45:00-06:00,94,paramedic,33,transported_to_hospital,true
CASE-0001617,CUST-000469,SIG-0000469,tornado_damage,2025-02-09T01:24:00-06:00,61,search_and_rescue,13,transported_to_shelter,true
CASE-0001618,CUST-001310,SIG-0001310,extreme_heat,2025-10-15T01:14:00-06:00,77,EMT,153,referred_to_social_services,true
CASE-0001619,CUST-004137,SIG-0004137,flood,2025-02-01T05:05:00-06:00,100,paramedic,27,referred_to_social_services,true
CASE-0001620,CUST-003956,SIG-0003956,chemical_spill,2025-02-07T16:45:00-06:00,100,paramedic,19,unable_to_reach_first_attempt,true
CASE-0001621,CUST-004677,SIG-0004677,flood,2025-10-10T03:46:00-06:00,89,firefighter,72,transported_to_shelter,true
CASE-0001622,CUST-000403,SIG-0000403,tornado_damage,2025-04-06T05:22:00-06:00,64,firefighter,19,transported_to_hospital,false
CASE-0001623,CUST-001361,SIG-0001361,flood,2025-09-02T13:45:00-06:00,86,search_and_rescue,157,referred_to_social_services,true
CASE-0001624,CUST-004139,SIG-0004139,flood,2025-12-27T20:37:00-06:00,100,evacuation_driver,84,unable_to_reach_first_attempt,true
CASE-0001625,CUST-004554,SIG-0004554,winter_storm,2025-11-03T18:23:00-06:00,93,social_worker,134,unable_to_reach_first_attempt,true
CASE-0001626,CUST-001341,SIG-0001341,chemical_spill,2025-04-15T22:02:00-06:00,90,paramedic,149,transported_to_shelter,true
CASE-0001627,CUST-002368,SIG-0002368,wildfire_smoke,2025-05-23T17:56:00-06:00,65,paramedic,91,unable_to_reach_first_attempt,false
CASE-0001628,CUST-003234,SIG-0003234,chemical_spill,2025-05-06T02:59:00-06:00,95,search_and_rescue,34,referred_to_social_services,true
CASE-0001629,CUST-002904,SIG-0002904,tornado_damage,2025-11-07T16:16:00-06:00,72,search_and_rescue,133,resolved_on_scene,true
CASE-0001630,CUST-002203,SIG-0002203,power_outage,2025-05-13T17:32:00-06:00,100,nurse,6,referred_to_social_services,true
CASE-0001631,CUST-001092,SIG-0001092,extreme_heat,2025-05-19T21:47:00-06:00,100,EMT,125,unable_to_reach_first_attempt,true
CASE-0001632,CUST-002318,SIG-0002318,winter_storm,2025-07-26T14:07:00-06:00,96,paramedic,88,referred_to_social_services,true
CASE-0001633,CUST-002503,SIG-0002503,extreme_heat,2025-04-07T20:34:00-06:00,88,physician,12,transported_to_shelter,true
CASE-0001634,CUST-004473,SIG-0004473,wildfire_smoke,2025-11-25T04:55:00-06:00,100,EMT,42,referred_to_social_services,true
CASE-0001635,CUST-004219,SIG-0004219,winter_storm,2025-07-28T22:51:00-06:00,65,evacuation_driver,21,transported_to_hospital,false
CASE-0001636,CUST-000739,SIG-0000739,winter_storm,2025-08-02T07:02:00-06:00,84,EMT,33,unable_to_reach_first_attempt,true
CASE-0001637,CUST-000175,SIG-0000175,tornado_damage,2025-05-20T10:20:00-06:00,100,search_and_rescue,135,referred_to_social_services,true
CASE-0001638,CUST-003218,SIG-0003218,chemical_spill,2025-03-12T13:07:00-06:00,75,firefighter,98,referred_to_social_services,false
CASE-0001639,CUST-003222,SIG-0003222,extreme_heat,2025-06-16T19:31:00-06:00,67,paramedic,29,resolved_on_scene,false
CASE-0001640,CUST-003868,SIG-0003868,winter_storm,2025-08-16T17:46:00-06:00,89,mental_health_crisis,158,transported_to_shelter,true
CASE-0001641,CUST-003718,SIG-0003718,power_outage,2025-12-04T22:22:00-06:00,100,nurse,110,unable_to_reach_first_attempt,true
CASE-0001642,CUST-004905,SIG-0004905,wildfire_smoke,2025-04-24T12:31:00-06:00,57,EMT,138,transported_to_shelter,false
CASE-0001643,CUST-002647,SIG-0002647,wildfire_smoke,2025-12-17T23:43:00-06:00,98,paramedic,111,transported_to_shelter,true
CASE-0001644,CUST-003610,SIG-0003610,winter_storm,2025-09-11T05:49:00-06:00,100,physician,22,transported_to_hospital,true
CASE-0001645,CUST-001303,SIG-0001303,wildfire_smoke,2025-03-03T07:08:00-06:00,85,EMT,57,transported_to_shelter,true
CASE-0001646,CUST-002154,SIG-0002154,extreme_heat,2025-11-18T13:26:00-06:00,74,paramedic,43,referred_to_social_services,false
CASE-0001647,CUST-002397,SIG-0002397,power_outage,2025-11-06T00:58:00-06:00,88,paramedic,20,referred_to_social_services,true
CASE-0001648,CUST-001607,SIG-0001607,winter_storm,2025-10-04T05:06:00-06:00,100,physician,122,resolved_on_scene,true
CASE-0001649,CUST-004193,SIG-0004193,power_outage,2025-07-04T05:43:00-06:00,100,nurse,140,transported_to_hospital,true
CASE-0001650,CUST-000983,SIG-0000983,tornado_damage,2025-07-27T13:46:00-06:00,100,firefighter,85,resolved_on_scene,true
CASE-0001651,CUST-002979,SIG-0002979,tornado_damage,2025-03-01T02:03:00-06:00,70,search_and_rescue,128,transported_to_hospital,true
CASE-0001652,CUST-001280,SIG-0001280,wildfire_smoke,2025-06-14T16:33:00-06:00,48,paramedic,128,resolved_on_scene,false
CASE-0001653,CUST-004897,SIG-0004897,winter_storm,2025-02-10T20:47:00-06:00,100,nurse,42,referred_to_social_services,true
CASE-0001654,CUST-002327,SIG-0002327,chemical_spill,2025-11-19T14:14:00-06:00,72,firefighter,111,unable_to_reach_first_attempt,true
CASE-0001655,CUST-003968,SIG-0003968,wildfire_smoke,2025-08-10T06:49:00-06:00,64,social_worker,107,resolved_on_scene,false
CASE-0001656,CUST-001155,SIG-0001155,extreme_heat,2025-05-23T18:03:00-06:00,55,social_worker,77,transported_to_hospital,false
CASE-0001657,CUST-004120,SIG-0004120,power_outage,2025-11-19T07:17:00-06:00,100,paramedic,77,referred_to_social_services,true
CASE-0001658,CUST-000894,SIG-0000894,flood,2025-06-27T08:36:00-06:00,90,physician,65,unable_to_reach_first_attempt,true
CASE-0001659,CUST-002160,SIG-0002160,tornado_damage,2025-12-07T18:05:00-06:00,67,evacuation_driver,26,transported_to_shelter,true
CASE-0001660,CUST-003130,SIG-0003130,tornado_damage,2025-05-16T07:58:00-06:00,59,evacuation_driver,51,transported_to_hospital,false
CASE-0001661,CUST-001120,SIG-0001120,flood,2025-12-17T18:50:00-06:00,100,firefighter,85,transported_to_shelter,true
CASE-0001662,CUST-000639,SIG-0000639,chemical_spill,2025-01-12T08:58:00-06:00,46,firefighter,93,transported_to_shelter,false
CASE-0001663,CUST-002147,SIG-0002147,winter_storm,2025-10-22T18:17:00-06:00,62,nurse,10,resolved_on_scene,false
CASE-0001664,CUST-000613,SIG-0000613,power_outage,2025-05-25T00:55:00-06:00,100,utility_technician,57,resolved_on_scene,true
CASE-0001665,CUST-003313,SIG-0003313,tornado_damage,2025-09-06T13:12:00-06:00,93,firefighter,6,resolved_on_scene,true
CASE-0001666,CUST-002421,SIG-0002421,wildfire_smoke,2025-02-18T16:14:00-06:00,100,paramedic,163,referred_to_social_services,true
CASE-0001667,CUST-003316,SIG-0003316,extreme_heat,2025-03-14T13:47:00-06:00,56,social_worker,94,transported_to_shelter,false
CASE-0001668,CUST-002696,SIG-0002696,tornado_damage,2025-01-05T02:18:00-06:00,78,firefighter,113,transported_to_shelter,true
CASE-0001669,CUST-002272,SIG-0002272,wildfire_smoke,2025-06-10T16:47:00-06:00,93,paramedic,119,referred_to_social_services,true
CASE-0001670,CUST-000615,SIG-0000615,winter_storm,2025-09-08T22:46:00-06:00,47,paramedic,167,unable_to_reach_first_attempt,false
CASE-0001671,CUST-003474,SIG-0003474,extreme_heat,2025-09-15T14:50:00-06:00,100,nurse,49,transported_to_shelter,true
CASE-0001672,CUST-001799,SIG-0001799,winter_storm,2025-09-16T19:39:00-06:00,56,nurse,80,resolved_on_scene,false
CASE-0001673,CUST-004436,SIG-0004436,wildfire_smoke,2025-03-14T13:24:00-06:00,57,social_worker,12,resolved_on_scene,true
CASE-0001674,CUST-001761,SIG-0001761,tornado_damage,2025-05-06T03:27:00-06:00,100,firefighter,168,unable_to_reach_first_attempt,true
CASE-0001675,CUST-000624,SIG-0000624,tornado_damage,2025-06-19T20:10:00-06:00,99,search_and_rescue,18,transported_to_shelter,true
CASE-0001676,CUST-003437,SIG-0003437,flood,2025-02-26T14:15:00-06:00,73,search_and_rescue,23,resolved_on_scene,false
CASE-0001677,CUST-001176,SIG-0001176,power_outage,2025-01-21T10:39:00-06:00,100,nurse,155,transported_to_hospital,true
CASE-0001678,CUST-004502,SIG-0004502,extreme_heat,2025-06-23T06:20:00-06:00,63,ASL_interpreter,93,referred_to_social_services,true
CASE-0001679,CUST-001112,SIG-0001112,extreme_heat,2025-07-15T14:39:00-06:00,81,EMT,25,transported_to_hospital,false
CASE-0001680,CUST-002447,SIG-0002447,wildfire_smoke,2025-09-05T12:38:00-06:00,80,paramedic,112,referred_to_social_services,true
CASE-0001681,CUST-002501,SIG-0002501,tornado_damage,2025-05-20T10:03:00-06:00,100,nurse,147,resolved_on_scene,true
CASE-0001682,CUST-004742,SIG-0004742,wildfire_smoke,2025-11-05T17:14:00-06:00,83,EMT,53,unable_to_reach_first_attempt,true
